Economy,Year,Individuals using the Internet (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Government Effectiveness: Estimate,Economic and Social Rights Performance Score,Voice and Accountability: Estimate,"Patent applications, residents",Research and development expenditure (% of GDP),Net migration,Political Stability and Absence of Violence/Terrorism: Estimate,Rule of Law: Estimate
Portugal,2015,-0.7098334584686251,0.6999797623117572,0.4602434258368356,0.3672280054833806,0.9716508460429494,0.350457034635174,0.3558858648703808,-0.13247557271533533,-0.11079267025502672,0.5943771989478324,0.2793610461557645
Portugal,2016,-0.5919894799525726,0.6999797623117572,0.39785474068847254,0.35427789552825384,1.0259183841358095,0.40697409015276254,0.23481250990109176,-0.08934380735814004,-0.055752163281469494,0.7196814285325143,0.2081904970446699
Portugal,2017,-0.36074473873052365,0.6999797623117572,0.44786740099178274,0.551990881178911,1.0810886581321673,0.4872546924417574,0.17678587712569302,-0.045734732329816716,0.07572400917790027,1.0749149097881179,0.28191445009616284
Portugal,2018,-0.2989648286192797,0.6999797623117572,0.5677601741453939,0.39870478353229916,1.0810886581321673,0.44817227775932916,0.18970681771486758,-0.01187922798447367,0.140840968865879,1.0975421826444782,0.2867786309528897
Portugal,2019,-0.249686310831818,1.0999198704573516,0.6376554287000805,0.3352774968571074,1.0810886581321673,0.4798958929823895,0.22023573524878162,0.03875922955666735,0.43531413495339105,0.9414036773312078,0.2848328714327966
Portugal,2020,-0.03419215014649035,1.2321682777901979,0.6052905446419558,0.12855007708292962,1.0810886581321673,0.6018967756909491,0.2145660464750788,0.26751432959617666,0.3716939288031052,0.8377656274848755,0.3460578759818638
Romania,2012,-1.9056483826909902,-1.6091258162328677,-1.2611136202401685,-1.293912302232746,-1.9480191356818648,-1.010812324978604,0.40503299439277435,-1.2258934000713035,-1.0054345373163909,-0.9201111679174127,-0.9197569696576707
Romania,2013,-1.7402320260334192,-1.6091258162328677,-1.2957275144892122,-0.9406073981289488,-1.9418588956149516,-1.0205961680484794,0.3908541161839764,-1.3527959629193818,-0.9325005101716274,-0.7795341527518892,-0.8070013993611603
Romania,2014,-1.5381423253160376,-1.5903441589638885,-1.3055249644962488,-0.8324046095667029,-1.937215958008721,-0.8529957546764243,0.37007335594056223,-1.3674088264688216,-0.947119956590103,-0.965929600794897,-0.7464395680603058
Romania,2015,-1.4538920241345652,-1.5672222911406948,-1.3675099517045615,-0.9833191553286086,-1.9307392248786366,-0.7658519938975115,0.3818402651228634,-1.1822774993828098,-0.9553597109136471,-0.7754647726572825,-0.7899017416096065
Romania,2016,-1.2560476430100227,-1.5672222911406948,-1.4118126782900813,-1.1785243006323511,-1.9234347573183168,-0.6813251747490284,0.3967716077335341,-1.1812635472730548,-0.8826898772481168,-0.6432685758529638,-0.49954995455976536
Romania,2017,-1.0134309151559728,-0.7918585717082319,-1.3056620135272865,-1.1974755227819518,-1.9186161444286045,-0.5902281130715089,0.4403355602972889,-1.150517061146459,-0.8829064306812278,-0.9667463240155212,-0.5183202669958596
Romania,2018,-0.5747387664531161,-0.7918585717082319,-1.392385144367535,-1.3024987905406058,-1.9116376711163772,-0.6936181005239355,0.44123069971730755,-1.1666032998137656,-0.8812011611371743,-0.9832656817035197,-0.5997024857941256
Romania,2019,-0.37016621473695094,-0.6595978579396278,-1.4404787719119587,-1.3452738340102228,-1.8998697131999371,-0.7214647901927898,0.3318387950434833,-1.202295310239177,-0.7436244357593891,-0.1610597684837413,-0.5434397817710195
Romania,2020,-0.019542740603095018,-0.6595978579396278,-1.5158785494138025,-1.4254069400193279,-1.8814274804303273,-0.6120659702270984,0.29458997691616645,-1.2207460217247499,-0.3576923233123485,-0.22366088063738024,-0.5982919024617751
Serbia,2012,-1.8130203691702138,0.5367826272696943,-1.2796402424629885,-1.2983198556388293,-0.09201357782227769,-1.1730081562988668,-0.4287430079129431,-0.625340290352671,-0.4949568586147683,-1.2918584108265998,-1.403874285963552
Serbia,2013,-1.5687721250364635,0.5367826272696943,-1.2012485099773689,-1.3047566276233336,-0.05580217798457383,-1.0567594638265037,-0.4056447607451691,-0.8699559708886366,-0.47808619022019966,-1.1271261947197044,-1.3657132317118579
Serbia,2014,-1.1113650759747893,0.6193875891291745,-1.1108595117425535,-1.0976051540558012,0.018514517917248247,-1.1549684876841713,-0.40314315212787033,-0.8111401316147739,-0.5036543778414836,-0.7719919400902324,-1.135010513311236
Serbia,2015,-0.918733961893126,0.6193875891291745,-1.1366143643541664,-1.1024971809742494,0.09542214878584582,-1.1303851600412511,-0.4669454592250256,-0.6843977552555597,-0.502164926529723,-0.6939642292696697,-1.1133598181645943
Serbia,2016,-0.8106311675260541,0.6193875891291745,-0.9505612391520244,-1.1442700628771219,0.13487272638334258,-1.1715649225875642,-0.4287430079129431,-0.6461395412745361,-0.48997259487957956,-0.8473389990179431,-1.1716356036593758
Serbia,2017,-0.5981836070602927,0.6606059687475476,-0.8367683514346576,-1.0134963174289433,0.21581893954489326,-1.2775132873546948,-0.4872022740973441,-0.5989418836837472,-0.49856005852082136,-0.918572057407928,-1.2314016656595457
Serbia,2018,-0.3910096224583853,0.6606059687475476,-0.851079508814142,-1.0121973633561363,0.21581893954489326,-1.4356696496593233,-0.5114056436519514,-0.5360249900107619,-0.5046213655514903,-1.0244905537265894,-1.2207569607340978
Serbia,2019,-0.09762968494037907,0.9937038749397052,-0.7423181525540432,-1.1190079811736555,0.21581893954489326,-1.4720705071776545,-0.496141731659798,-0.5794417444417191,-0.5048304595675468,-1.130190533755276,-1.190825033299629
Serbia,2020,-0.026153831482861906,1.1105140019839308,-0.7386457731390499,-1.1492409153725107,0.21581893954489326,-1.5532601769658514,-0.595605000534197,-0.5538762136160631,-0.2820602319539828,-1.2397099288876432,-1.1670904266008961
Slovak Republic,2012,-0.1500807253155899,-1.0115958817263786,-0.8703795027257907,-0.13183141462318979,0.056639468430169385,0.05506316607761779,-0.496141731659798,-0.7074940985386787,-0.03155030519270094,1.0308980503186764,-0.4600680413325852
Slovak Republic,2013,-0.06275559539321714,-1.0115958817263786,-0.7717731423879115,-0.20459302028038387,-0.05580217798457383,0.030181008835253036,-0.45021356436286963,-0.6715864621583317,-0.06456634002801762,1.1080138782746256,-0.4862002107621216
Slovak Republic,2014,0.09764230670548397,-1.0115958817263786,-0.5769375334347338,-0.11634022362020943,-0.1276065599053884,0.030364889078367374,-0.3811767390791132,-0.5926542213168489,-0.06406118846984885,0.910668396696099,-0.46101453824870026
Slovak Republic,2015,-0.08134610747163508,-1.0115958817263786,-0.5529627065939693,-0.1895844589438349,-0.16259062085557108,0.04122524136134024,-0.34215729547300855,-0.23394907759219924,-0.016638499324451363,0.5077606310878424,-0.4830092469008552
Slovak Republic,2016,0.13588146164318154,-0.8649755271688395,-0.4636075131972919,-0.11620996201957655,-0.16259062085557108,0.03367583678352663,-0.3601388191481661,-0.7160443950632039,-0.008614780554838303,0.16826416113544998,-0.3282426261855572
Slovak Republic,2017,0.22638935217915016,-0.8649755271688395,-0.3841642358545583,-0.2806288166972343,-0.1969751278687921,-0.05624995058574628,-0.4529635457931247,-0.5822968735847288,-0.010380911767612605,0.5909652224463393,-0.4277449471576818
Slovak Republic,2018,0.13377415438295204,-0.8649755271688395,-0.47030414603011395,-0.38939256581285003,-0.1969751278687921,-0.1723957224416612,-0.3670530989790709,-0.6497605993299175,-0.008962378238515279,0.22774479293169,-0.47544363654625493
Slovak Republic,2019,0.3247127598336843,-0.8649755271688395,-0.4406043962087094,-0.42949840911441756,-0.1969751278687921,-0.14725837001383993,-0.3932604908061196,-0.6682174717039377,-0.0116674284871819,0.08459081096727077,-0.4433794736857367
Slovak Republic,2020,0.924123315784988,-0.5749480831734756,-0.3684142896594726,-0.4896153871801605,-0.1969751278687921,-0.11484677863585835,-0.3932604908061196,-0.5645338600218079,-0.001353164994831632,0.017392525762016504,-0.25853584303590066
Slovenia,2012,-0.7281272144756828,0.4355068623123033,0.24972946129513096,0.1800183783990797,0.018514517917248247,0.10480633674973672,-0.28586662596851803,1.0913767168058623,-0.02929492447275604,0.6651788543789493,0.16672792758682276
Slovenia,2013,-0.43874727318475926,0.4355068623123033,0.16525248232015136,0.15698702892069846,0.018514517917248247,0.10872360486133008,-0.28586662596851803,1.0946343067309738,-0.033714399179900933,0.544792423943402,0.14904437582958371
Slovenia,2014,-0.5135740343422297,0.7793786349379309,0.3314749185286931,0.1506035623110491,0.018514517917248247,0.02393292071993458,-0.28586662596851803,0.9396310540176501,-0.04135094288112278,0.7364934612807779,0.15534146388610123
Slovenia,2015,-0.40932749534810425,0.8931588076752103,0.32458615726972856,0.07185295283873713,0.018514517917248247,0.08061955135788554,-0.28586662596851803,0.8007485881910384,-0.03302886434372736,0.6938670331440728,0.09013280781143414
Slovenia,2016,-0.2386793704488556,0.8931588076752103,0.5494225682400317,0.2719828070709339,0.018514517917248247,0.12554390274543495,-0.28586662596851803,0.6389277557952764,-0.02858663168165983,0.7676887194252326,0.21704779579643146
Slovenia,2017,0.01315367764299761,0.8931588076752103,0.49258696000778274,0.32854552476436416,0.018514517917248247,0.1176879738498059,-0.28586662596851803,0.5101382016345303,-0.027106589400886668,0.5091023196233534,0.14759138487663281
Slovenia,2018,0.07951360102843338,-0.38377664224894537,0.424081079682518,0.2654135849341016,-0.018962732789645307,0.049892768296826505,-0.28586662596851803,0.5837887912515219,0.08085243810067155,0.5719009690164943,0.18539139422134224
Slovenia,2019,0.34532115701603455,-0.0294665161941361,0.5083239687126064,0.21136423606376087,-0.018962732789645307,0.06319827551740184,-0.30906702923890644,0.6667660853621229,0.09406949447993006,0.3663506908395196,0.25881954310604327
Slovenia,2020,0.6354228779613561,-0.0294665161941361,0.6197679655046489,0.317780661340044,0.018514517917248247,-0.019958710406874584,-0.3334046657379487,0.755183601410733,0.1858885442524778,0.15440415193866214,0.20358083255052334
Spain,2012,-0.6327687224106017,0.8249350744014516,-0.090506718207859,0.23194329531070873,1.3110689168203915,0.22621777121986067,0.9718237605315233,-0.06887160601756517,-4.344302399638719,-1.0694903613672593,0.20151883280460764
Spain,2013,-0.5102568658358738,0.8249350744014516,-0.02509650300847869,0.3804592830574499,1.3110689168203915,0.08433353322384093,0.9349185329203491,-0.09620088336508992,-7.290830498627714,-1.0156720577906304,0.1864824624586968
Spain,2014,-0.18855251422467884,1.2032431257537959,0.03241739760753658,0.3880251562265834,1.3110689168203915,0.0934436453271188,0.9231008580519955,-0.13444654233750786,-2.7085038555692043,-0.6809223928527529,0.11515924722993258
Spain,2015,-0.001757041289758875,1.3476421993493057,0.06636005153919859,0.36641830014404936,1.3110689168203915,0.18955455595444692,0.8971649547290106,-0.15750428995108895,-0.0824143232354796,-0.6839145157347258,0.018073055958185806
Spain,2016,0.1425522391424924,1.1453204875680565,0.11827168329911963,0.2824460222252322,1.3110689168203915,0.1833094411356482,0.8877256136362149,-0.19505318794941398,0.7370988841566648,-0.41646368480720636,0.11382881663761067
Spain,2017,0.46767906551176536,1.1453204875680565,0.13532012137093916,0.15738609293676906,1.3110689168203915,0.1454209631677149,0.7729212342569896,-0.17157077213840002,1.370829784400297,-0.6368531155331414,0.18527016677136238
Spain,2018,0.5935365931042078,1.1453204875680565,0.1190301831634798,0.1147514328828028,1.3110689168203915,0.1606584417780372,0.6014975381754029,-0.13456252450760403,2.2517942935278525,-0.6286481405837325,0.1291927994759779
Spain,2019,0.9954038191748347,1.6347155466729895,0.19054784762774618,0.11422099371239249,1.3110689168203915,0.17272754819612232,0.5187406963505092,-0.12448982324468656,3.053889982919559,-0.6012569087837869,0.14383814338058157
Spain,2020,1.2223377957257109,1.6347155466729895,0.18605812437339464,-0.03728033744559206,1.3110689168203915,0.11264369973876895,0.5703520349549797,0.05345090403457572,1.6044956503411543,-0.40033558072597664,-0.012170225377964097
Sweden,2012,1.219965121300052,1.704625623557368,1.1642683027880536,1.414731117143999,0.6642713561173351,1.5405078617752592,0.7993432753321791,1.5597129455571583,0.3631420878585207,1.2368511084837557,1.2980935901818178
Sweden,2013,1.3700658902160188,1.7332489591240383,1.2087258417426339,1.2410886952694915,0.6642713561173351,1.4667277616593901,0.8086005729381276,1.5791875811286182,0.4616352202295401,1.128760553167858,1.325931845437443
Sweden,2014,1.1593888179242229,1.704625623557368,1.2561920012815961,1.089141412267863,0.6642713561173351,1.3607963866076478,0.7299666972743033,1.4754604035936087,0.5380226390672862,0.9744992518022608,1.3565355513003563
Sweden,2015,0.9856664326501904,1.589948161277239,1.3704014041268358,1.0939251347806327,0.7133953822787696,1.259487223567094,0.7430472155215118,1.552458066888517,0.5581009016676768,0.6596445410160997,1.3755323151345742
Sweden,2016,0.9001666538024484,1.589948161277239,1.365632844723133,1.0634136894009223,0.7133953822787696,1.2586020292499263,0.7416113313252651,1.5708200639054961,0.8241032541972297,0.8189750072824581,1.3280547246565053
Sweden,2017,1.203886309680865,1.589948161277239,1.3875155773113326,1.081264869924869,0.7133953822787696,1.2681228414544445,0.7319272224041401,1.644289368565908,0.7110449384593581,0.7430458239075555,1.1627629472546157
Sweden,2018,0.864486625988287,1.8475027017054007,1.4399796395685343,1.0746566339465968,0.7133953822787696,1.293417109761454,0.6927028946326205,1.6179494791571853,0.6066006180643467,0.6336666840221988,1.1184887935963268
Sweden,2019,1.3426801335130443,1.9614278541070687,1.4341931089477502,1.0787337935497943,0.7133953822787696,1.245335507121762,0.6830519514902766,1.6598448151824274,0.5028073331313238,0.8453951675351705,1.1285585155303182
Sweden,2020,1.3470145286292121,1.9329793705381986,1.2948055416462227,1.0731103466065302,0.7133953822787696,1.111457797336433,0.6726499101603177,1.7229847282123747,0.250622512517349,0.8109075428708454,1.0977350395231833
Switzerland,2012,0.5173600926102366,0.0991974702941644,0.15605173679237908,1.3744681140669632,1.2521513497813548,1.4262304970927808,0.5868384235931846,1.3202538240824695,0.46924098841888096,1.8986301444446678,1.1529342498537192
Switzerland,2013,0.6132367884740485,0.30841861739059473,0.2620024089397166,1.2799628431233805,1.2521513497813548,1.3989619335416463,0.6014975381754029,1.3675815709362213,0.580975764336254,1.8506925296916432,1.1332833747076168
Switzerland,2014,0.3867191529476436,0.30841861739059473,0.416041576345227,1.6926991840569168,1.2521513497813548,1.2459983257743816,0.5868384235931846,1.4140383669302898,0.5412884826552256,1.8551394061543578,1.3755323151345742
Switzerland,2015,0.7105286410732539,0.41244356991805786,0.4775591366133661,1.4956240567196617,1.3110689168203915,1.2444518320317424,0.5858451024935588,1.4597784182918714,0.4975980166276535,1.6461943119290012,1.2743880421949407
Switzerland,2016,0.8545996792657183,0.41244356991805786,0.5408199030020215,1.5017926566589348,1.3110689168203915,1.1865588643001639,0.5808475428275653,1.459344076976048,0.4915150492389843,1.5479000647704302,1.2705214478935825
Switzerland,2017,0.9032851129455944,0.4643154968320722,0.500944188921356,1.5678887879991972,1.3110689168203915,1.2413597173018514,0.5370542318509661,1.4589084818675846,0.3112841568957728,1.4220751538030787,1.2486999919451787
Switzerland,2018,1.0931915762945128,0.4643154968320722,0.5990238908974933,1.5381214973655088,1.3110689168203915,1.3201257844600047,0.5168323052718017,1.4987301784216795,0.27940101831181113,1.627291046568094,1.247328704145723
Switzerland,2019,1.2168243557857779,1.3836456604110856,0.7119732672088666,1.4221636744685824,1.3110689168203915,1.1060274247124728,0.5486495920840372,1.5380253914189854,0.3030449085022818,1.6044030680331873,1.2162987521429838
Switzerland,2020,1.3291745782062432,1.3836456604110856,0.6640020745505187,1.5020796098644584,1.3110689168203915,1.1948981966344376,0.5539904407612579,1.5380253914189854,0.38201609375151785,1.2511309057989326,1.1095398633407765
Ukraine,2012,-2.279411711392249,-2.065457100330037,0.23777917426160428,-1.7597993990514291,-0.05580217798457383,-1.7153673836363788,0.8406333375683313,-0.8104017122177345,0.4616915874015201,-1.1474807366389284,-1.9402121935341567
Ukraine,2013,-2.0932113196853392,-2.065457100330037,0.10548194103988177,-1.8337521020370746,0.018514517917248247,-1.7501189192108242,0.9069299575468758,-0.7965559465203235,0.17298552836959313,-1.8135112825661117,-1.9705045601991027
Ukraine,2014,-1.8911355992726138,-1.803375549517954,-0.023331640427952296,-1.5486168916015002,0.13487272638334258,-1.5760179673613646,0.8339617867057869,-0.9208143714510332,-1.7866825773854271,-2.592219338245125,-1.953886496904833
Ukraine,2015,-1.7790676895155306,-1.7547843829451102,-0.1490814863361567,-1.7168662446483085,0.21581893954489326,-1.5163710676331446,0.7957180398826561,-0.9759183013536016,-0.5862779366575055,-2.56104668772765,-2.0017436560863096
Ukraine,2016,-1.5904394784533817,-1.7624448956853667,-0.27172305445803807,-1.7756596262719897,0.2995622569414954,-1.4166500796800594,0.7875138236636913,-1.1900636405957885,-0.8358575191767653,-2.505699848848445,-1.9401027693494513
Ukraine,2017,-1.28957421346728,-1.730731584473516,-0.39129582792664835,-1.673504908523483,0.342509754875208,-1.4012790613405803,0.798279879265229,-1.2493505945783319,-0.9663528413789901,-2.5131493076756337,-1.8730452513771068
Ukraine,2018,-1.0836741190401964,-1.730731584473516,-0.5084409625727115,-1.614765386304344,0.342509754875208,-1.4537974267917253,0.7592577802941559,-1.210992630457554,-0.8596188205648542,-2.515678094416259,-1.8777627408378577
Ukraine,2019,-0.611899446656337,-0.8082144790543176,-0.6224385801133209,-1.4778382360364515,0.342509754875208,-1.3917784467835699,0.7569421451545696,-1.2754583789364957,-0.19970413566816048,-2.264810928133433,-1.8614122060464824
Ukraine,2020,-0.2719317677258388,-0.7771191658668012,-0.6377963627408443,-1.5609518903633295,0.342509754875208,-1.312689694725527,0.5457767737695131,-1.3295060039190998,-0.13339612868614012,-2.0957991576633197,-1.8259299206721167
United Kingdom,2012,0.7106061012464308,-0.5971223484155974,0.15775615158916484,0.9626595452130532,0.6159606708355184,0.7737871511619309,1.7106952914824785,0.22898863972822583,1.1789002673164994,-0.4162888678457632,1.05054770894619
United Kingdom,2013,0.917300394560075,-0.5971223484155974,0.28167606992120997,0.8527106426647668,0.6159606708355184,0.7528418474022999,1.6983384757746816,0.27465542245348057,1.6072163859319042,-0.26584320559844865,1.0009326315459561
United Kingdom,2014,1.076210387883643,-0.5804895073244767,0.3428495313776565,1.0078565478989652,0.6159606708355184,0.6435475429358497,1.7053335734358726,0.8581978148824787,2.0514310010545964,-0.39347125195185645,1.2312503075985861
United Kingdom,2015,1.1114547577551976,0.1395557932883907,0.3829126381452549,1.1226517707307795,0.6159606708355184,0.6887389681169835,1.6950228085762493,0.8670498202033097,2.317767127998512,-0.23351576623207848,1.1018353018706626
United Kingdom,2016,1.36932852913376,0.1604561484242087,0.46708364109990685,0.9383564845802698,0.6159606708355184,0.6842268196110257,1.6625024741666583,0.9034851352984208,2.1700873701558234,-0.5098001863504968,0.9397381420173484
United Kingdom,2017,0.9690412884583287,0.41244356991805786,0.5480608616173576,0.7399685005456277,0.6159606708355184,0.8263181082370179,1.6425324726384845,0.9079270376576807,1.8342683086945775,-0.45379977369100594,0.9460516526360505
United Kingdom,2018,0.9930063489621963,0.4284092227474508,0.5734473843293699,0.6446893379607664,0.6159606708355184,0.8628150945870692,1.6267958336611508,1.2033707437286256,1.7530577338242734,-0.9273687253233804,0.8942103627410602
United Kingdom,2019,1.1587455199364258,0.41244356991805786,0.7801313441800332,0.7660822548132223,0.6159606708355184,0.619541297852489,1.5963005038021938,1.1737431467182289,1.577617054078606,-0.19053296368849065,0.8530562506440258
United Kingdom,2020,1.373337605219345,0.6035243018110213,0.901547729672072,0.6042329844152736,0.6159606708355184,0.5540679370139104,1.5935088456818949,1.364941066777544,0.9928483850165783,-0.27153577839567977,0.7224598278115173
